player.id,age
360938,35
814594,27
1143667,23
1064218,23
961684,24
1128530,25
359272,29
835485,27
1063767,25
1126569,22
919793,33
991421,26
1638338,20
953995,30
847030,28
1605921,20
141967,37
359280,30
847714,34
1134470,24
825719,29
919484,27
1564180,18
1142675,21
1392829,25
1898148,21
